regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,8,4,0.5,4.0,256,0,1024,4096,2560,305.376,424.386,421.585,0.9765
mixed,8,4,0.5,4.0,256,0,2048,8192,5120,501.216,731.971,730.129,0.992
mixed,8,4,0.5,4.0,256,0,4096,16384,10240,884.319,1345.168,1351.858,1.0145
mixed,8,4,0.5,4.0,256,0,8192,32768,20480,1653.029,2572.692,2572.164,0.9994
mixed,8,4,0.5,4.0,256,512,128,512,320,226.736,226.431,225.76,
mixed,8,4,0.5,4.0,256,512,256,1024,640,235.248,266.641,265.248,0.9557
mixed,8,4,0.5,4.0,256,512,512,2048,1280,287.087,347.539,345.632,0.9684
mixed,8,4,0.5,4.0,256,512,1024,4096,2560,387.889,504.511,502.064,0.979
mixed,8,4,0.5,4.0,256,512,2048,8192,5120,583.36,813.071,812.947,0.9995
mixed,8,4,0.5,4.0,256,512,4096,16384,10240,967.762,1428.178,1425.649,0.9945
mixed,8,4,0.5,4.0,256,512,8192,32768,20480,1732.595,2663.317,2673.828,1.0113
mixed,8,4,0.5,4.0,256,2048,128,512,320,466.335,467.393,468.432,1.982
mixed,8,4,0.5,4.0,256,2048,256,1024,640,467.52,467.923,466.976,-1.3516
mixed,8,4,0.5,4.0,256,2048,512,2048,1280,468.544,470.689,469.345,0.3733
mixed,8,4,0.5,4.0,256,2048,1024,4096,2560,509.84,627.152,626.033,0.9905
mixed,8,4,0.5,4.0,256,2048,2048,8192,5120,705.936,937.295,935.247,0.9911
mixed,8,4,0.5,4.0,256,2048,4096,16384,10240,1091.347,1552.674,1548.833,0.9917
mixed,8,4,0.5,4.0,256,2048,8192,32768,20480,1856.992,2786.692,2784.516,0.9977
mixed,8,4,0.5,4.0,256,8192,128,512,320,1384.834,1386.738,1387.141,1.2117
mixed,8,4,0.5,4.0,256,8192,256,1024,640,1393.507,1388.194,1386.834,
mixed,8,4,0.5,4.0,256,8192,512,2048,1280,1387.12,1386.611,1386.032,
mixed,8,4,0.5,4.0,256,8192,1024,4096,2560,1386.37,1384.593,1386.707,
mixed,8,4,0.5,4.0,256,8192,2048,8192,5120,1382.388,1394.688,1392.976,0.8609
mixed,8,4,0.5,4.0,256,8192,4096,16384,10240,1547.811,2009.892,2012.194,1.005
mixed,8,4,0.5,4.0,256,8192,8192,32768,20480,2323.298,3245.157,3247.925,1.003
mixed,8,4,0.5,4.0,256,16384,128,512,320,2599.442,2606.947,2602.501,0.4076
mixed,8,4,0.5,4.0,256,16384,256,1024,640,2601.334,2600.886,2601.046,
mixed,8,4,0.5,4.0,256,16384,512,2048,1280,2602.693,2597.333,2600.278,
mixed,8,4,0.5,4.0,256,16384,1024,4096,2560,2596.981,2595.895,2599.171,
mixed,8,4,0.5,4.0,256,16384,2048,8192,5120,2602.66,2601.796,2600.181,
mixed,8,4,0.5,4.0,256,16384,4096,16384,10240,2605.955,2624.1,2610.341,0.2417
mixed,8,4,0.5,4.0,256,16384,8192,32768,20480,2927.253,3842.199,3844.581,1.0026
mixed,8,4,0.5,4.0,1024,0,128,512,320,453.489,460.898,457.617,0.5572
mixed,8,4,0.5,4.0,1024,0,256,1024,640,466.578,468.113,460.755,-3.7935
mixed,8,4,0.5,4.0,1024,0,512,2048,1280,474.641,483.49,478.625,0.4502
mixed,8,4,0.5,4.0,1024,0,1024,4096,2560,491.983,502.976,496.192,0.3828
mixed,8,4,0.5,4.0,1024,0,2048,8192,5120,512.944,536.002,519.856,0.2998
mixed,8,4,0.5,4.0,1024,0,4096,16384,10240,549.938,593.651,556.019,0.1391
mixed,8,4,0.5,4.0,1024,0,8192,32768,20480,616.609,693.169,615.844,-0.01
mixed,8,4,0.5,4.0,1024,512,128,512,320,715.537,722.272,715.825,0.0428
mixed,8,4,0.5,4.0,1024,512,256,1024,640,729.551,729.09,732.224,
mixed,8,4,0.5,4.0,1024,512,512,2048,1280,735.488,743.874,739.012,0.4202
mixed,8,4,0.5,4.0,1024,512,1024,4096,2560,753.615,761.021,757.231,0.4882
mixed,8,4,0.5,4.0,1024,512,2048,8192,5120,770.435,791.903,779.106,0.4039
mixed,8,4,0.5,4.0,1024,512,4096,16384,10240,803.455,849.361,815.359,0.2593
mixed,8,4,0.5,4.0,1024,512,8192,32768,20480,868.751,948.596,876.253,0.094
mixed,8,4,0.5,4.0,1024,2048,128,512,320,1164.865,1169.938,1160.835,-0.7947
mixed,8,4,0.5,4.0,1024,2048,256,1024,640,1174.404,1177.711,1179.425,1.5182
mixed,8,4,0.5,4.0,1024,2048,512,2048,1280,1177.893,1187.152,1184.751,0.7407
mixed,8,4,0.5,4.0,1024,2048,1024,4096,2560,1198.983,1203.888,1202.068,0.6291
mixed,8,4,0.5,4.0,1024,2048,2048,8192,5120,1213.568,1238.789,1221.171,0.3015
mixed,8,4,0.5,4.0,1024,2048,4096,16384,10240,1247.27,1290.513,1258.612,0.2623
mixed,8,4,0.5,4.0,1024,2048,8192,32768,20480,1314.08,1387.903,1317.362,0.0445
mixed,8,4,0.5,4.0,1024,8192,128,512,320,2904.038,2910.198,2906.791,0.4469
mixed,8,4,0.5,4.0,1024,8192,256,1024,640,2920.085,2920.612,2921.267,2.2408
mixed,8,4,0.5,4.0,1024,8192,512,2048,1280,2926.245,2932.708,2926.532,0.0443
mixed,8,4,0.5,4.0,1024,8192,1024,4096,2560,2944.086,2955.604,2948.675,0.3984
mixed,8,4,0.5,4.0,1024,8192,2048,8192,5120,2957.481,2981.282,2957.67,0.008
mixed,8,4,0.5,4.0,1024,8192,4096,16384,10240,2988.216,3031.426,3000.025,0.2733
mixed,8,4,0.5,4.0,1024,8192,8192,32768,20480,3055.045,3132.645,3064.677,0.1241
mixed,8,4,0.5,4.0,1024,16384,128,512,320,5208.386,5186.821,5188.907,
mixed,8,4,0.5,4.0,1024,16384,256,1024,640,5203.463,5207.655,5207.623,0.9922
mixed,8,4,0.5,4.0,1024,16384,512,2048,1280,5213.766,5237.957,5224.106,0.4274
mixed,8,4,0.5,4.0,1024,16384,1024,4096,2560,5224.28,5242.697,5228.822,0.2466
mixed,8,4,0.5,4.0,1024,16384,2048,8192,5120,5255.708,5263.789,5249.724,-0.7406
mixed,8,4,0.5,4.0,1024,16384,4096,16384,10240,5280.364,5327.831,5295.128,0.311
mixed,8,4,0.5,4.0,1024,16384,8192,32768,20480,5340.265,5415.627,5342.124,0.0247
mixed,8,4,0.5,4.0,4096,0,128,512,320,2172.963,2180.66,2187.331,1.8668
mixed,8,4,0.5,4.0,4096,0,256,1024,640,2189.559,2192.115,2191.605,0.8005
mixed,8,4,0.5,4.0,4096,0,512,2048,1280,2206.244,2206.678,2201.97,-9.8604
mixed,8,4,0.5,4.0,4096,0,1024,4096,2560,2210.452,2230.386,2213.702,0.163
mixed,8,4,0.5,4.0,4096,0,2048,8192,5120,2237.826,2255.219,2240.135,0.1327
mixed,8,4,0.5,4.0,4096,0,4096,16384,10240,2271.189,2320.548,2283.637,0.2522
mixed,8,4,0.5,4.0,4096,0,8192,32768,20480,2335.798,2411.809,2342.001,0.0816
mixed,8,4,0.5,4.0,4096,512,128,512,320,2820.328,2821.782,2815.648,-3.2173
mixed,8,4,0.5,4.0,4096,512,256,1024,640,2844.677,2823.464,2836.899,
mixed,8,4,0.5,4.0,4096,512,512,2048,1280,2836.784,2840.101,2837.653,0.2618
mixed,8,4,0.5,4.0,4096,512,1024,4096,2560,2859.652,2867.556,2856.71,-0.3722
mixed,8,4,0.5,4.0,4096,512,2048,8192,5120,2873.571,2896.023,2878.707,0.2288
mixed,8,4,0.5,4.0,4096,512,4096,16384,10240,2908.244,2945.205,2905.734,-0.0679
mixed,8,4,0.5,4.0,4096,512,8192,32768,20480,2965.826,3044.631,2978.071,0.1554
mixed,8,4,0.5,4.0,4096,2048,128,512,320,3888.406,3899.543,3906.057,1.585
mixed,8,4,0.5,4.0,4096,2048,256,1024,640,3909.161,3907.082,3907.157,
mixed,8,4,0.5,4.0,4096,2048,512,2048,1280,3919.656,3923.738,3914.331,-1.3044
mixed,8,4,0.5,4.0,4096,2048,1024,4096,2560,3923.56,3936.427,3931.577,0.6231
mixed,8,4,0.5,4.0,4096,2048,2048,8192,5120,3941.529,3968.191,3951.064,0.3576
mixed,8,4,0.5,4.0,4096,2048,4096,16384,10240,3979.734,4021.016,3987.66,0.192
mixed,8,4,0.5,4.0,4096,2048,8192,32768,20480,4046.584,4128.009,4050.117,0.0434
mixed,8,4,0.5,4.0,4096,8192,128,512,320,8193.714,8204.228,8181.586,-1.1537
mixed,8,4,0.5,4.0,4096,8192,256,1024,640,8196.686,8215.173,8212.096,0.8336
mixed,8,4,0.5,4.0,4096,8192,512,2048,1280,8218.157,8215.695,8227.245,
mixed,8,4,0.5,4.0,4096,8192,1024,4096,2560,8220.577,8234.83,8233.122,0.8801
mixed,8,4,0.5,4.0,4096,8192,2048,8192,5120,8247.616,8284.367,8248.815,0.0326
mixed,8,4,0.5,4.0,4096,8192,4096,16384,10240,8270.739,8341.005,8279.404,0.1233
mixed,8,4,0.5,4.0,4096,8192,8192,32768,20480,8356.608,8417.849,8370.603,0.2285
mixed,8,4,0.5,4.0,4096,16384,128,512,320,13898.456,13907.192,13902.156,0.4235
mixed,8,4,0.5,4.0,4096,16384,256,1024,640,13913.513,13926.649,13926.823,1.0132
mixed,8,4,0.5,4.0,4096,16384,512,2048,1280,13915.14,13936.308,13929.849,0.6949
mixed,8,4,0.5,4.0,4096,16384,1024,4096,2560,13939.913,13963.997,13868.807,-2.9524
mixed,8,4,0.5,4.0,4096,16384,2048,8192,5120,13893.691,13894.691,13893.864,0.1734
mixed,8,4,0.5,4.0,4096,16384,4096,16384,10240,13901.981,13940.322,13904.924,0.0767
mixed,8,4,0.5,4.0,4096,16384,8192,32768,20480,13963.74,14087.421,13974.203,0.0846
pure,8,6,0.75,4.0,0,0,128,512,416,99.569,101.09,99.103,-0.3057
pure,8,6,0.75,4.0,0,0,256,1024,832,103.312,111.105,104.385,0.1377
pure,8,6,0.75,4.0,0,0,512,2048,1664,127.519,123.072,129.538,
pure,8,6,0.75,4.0,0,0,1024,4096,3328,137.327,139.535,138.178,0.3852
pure,8,6,0.75,4.0,0,0,2048,8192,6656,161.041,169.68,164.032,0.3462
pure,8,6,0.75,4.0,0,0,4096,16384,13312,198.897,221.153,205.679,0.3047
pure,8,6,0.75,4.0,0,0,8192,32768,26624,278.479,319.519,280.127,0.0402
mixed,8,6,0.75,4.0,16,0,128,512,416,116.383,115.409,116.0,
mixed,8,6,0.75,4.0,16,0,256,1024,832,120.432,122.88,122.256,0.7451
mixed,8,6,0.75,4.0,16,0,512,2048,1664,129.121,135.843,134.403,0.7857
mixed,8,6,0.75,4.0,16,0,1024,4096,3328,146.721,157.552,154.994,0.7638
mixed,8,6,0.75,4.0,16,0,2048,8192,6656,184.946,198.689,196.032,0.8067
mixed,8,6,0.75,4.0,16,0,4096,16384,13312,248.56,279.233,273.808,0.8231
mixed,8,6,0.75,4.0,16,0,8192,32768,26624,379.345,438.209,433.263,0.916
mixed,8,6,0.75,4.0,16,512,128,512,416,134.863,133.09,135.523,
mixed,8,6,0.75,4.0,16,512,256,1024,832,131.583,134.462,131.968,0.1336
mixed,8,6,0.75,4.0,16,512,512,2048,1664,138.239,138.962,136.303,-2.677
mixed,8,6,0.75,4.0,16,512,1024,4096,3328,147.919,158.641,155.343,0.6924
mixed,8,6,0.75,4.0,16,512,2048,8192,6656,181.728,196.687,192.561,0.7242
mixed,8,6,0.75,4.0,16,512,4096,16384,13312,246.543,278.223,274.255,0.8748
mixed,8,6,0.75,4.0,16,512,8192,32768,26624,377.01,437.009,431.875,0.9144
mixed,8,6,0.75,4.0,16,2048,128,512,416,148.656,151.969,150.225,0.4737
mixed,8,6,0.75,4.0,16,2048,256,1024,832,149.826,152.849,151.68,0.6136
mixed,8,6,0.75,4.0,16,2048,512,2048,1664,155.329,157.137,154.721,-0.3364
mixed,8,6,0.75,4.0,16,2048,1024,4096,3328,208.625,171.472,180.736,
mixed,8,6,0.75,4.0,16,2048,2048,8192,6656,191.009,203.856,198.449,0.5791
mixed,8,6,0.75,4.0,16,2048,4096,16384,13312,250.605,282.513,278.001,0.8586
mixed,8,6,0.75,4.0,16,2048,8192,32768,26624,378.417,438.048,434.272,0.9367
mixed,8,6,0.75,4.0,16,8192,128,512,416,210.882,205.841,204.848,
mixed,8,6,0.75,4.0,16,8192,256,1024,832,213.968,213.84,213.982,
mixed,8,6,0.75,4.0,16,8192,512,2048,1664,218.338,217.473,215.695,
mixed,8,6,0.75,4.0,16,8192,1024,4096,3328,304.705,231.216,293.697,
mixed,8,6,0.75,4.0,16,8192,2048,8192,6656,342.273,252.497,320.033,
mixed,8,6,0.75,4.0,16,8192,4096,16384,13312,426.368,291.951,365.776,
mixed,8,6,0.75,4.0,16,8192,8192,32768,26624,389.904,452.976,441.327,0.8153
mixed,8,6,0.75,4.0,16,16384,128,512,416,289.218,289.298,289.377,2.0
mixed,8,6,0.75,4.0,16,16384,256,1024,832,289.121,285.312,282.592,
mixed,8,6,0.75,4.0,16,16384,512,2048,1664,302.081,302.033,301.887,
mixed,8,6,0.75,4.0,16,16384,1024,4096,3328,307.184,306.547,307.728,
mixed,8,6,0.75,4.0,16,16384,2048,8192,6656,487.761,337.743,453.73,
mixed,8,6,0.75,4.0,16,16384,4096,16384,13312,558.016,381.41,515.246,
mixed,8,6,0.75,4.0,16,16384,8192,32768,26624,690.608,455.12,582.369,
mixed,8,6,0.75,4.0,64,0,128,512,416,127.279,131.76,131.985,1.0502
mixed,8,6,0.75,4.0,64,0,256,1024,832,144.975,150.721,150.159,0.9021
mixed,8,6,0.75,4.0,64,0,512,2048,1664,176.929,191.618,188.976,0.8201
mixed,8,6,0.75,4.0,64,0,1024,4096,3328,241.169,271.329,268.657,0.9114
mixed,8,6,0.75,4.0,64,0,2048,8192,6656,367.679,426.481,426.097,0.9935
mixed,8,6,0.75,4.0,64,0,4096,16384,13312,620.307,738.561,735.906,0.9775
mixed,8,6,0.75,4.0,64,0,8192,32768,26624,1123.347,1359.266,1355.122,0.9824
mixed,8,6,0.75,4.0,64,512,128,512,416,204.719,213.646,211.698,0.7818
mixed,8,6,0.75,4.0,64,512,256,1024,832,223.455,231.008,229.504,0.8008
mixed,8,6,0.75,4.0,64,512,512,2048,1664,254.705,269.472,269.698,1.0153
mixed,8,6,0.75,4.0,64,512,1024,4096,3328,241.202,271.375,270.162,0.9598
mixed,8,6,0.75,4.0,64,512,2048,8192,6656,367.983,427.699,426.161,0.9742
mixed,8,6,0.75,4.0,64,512,4096,16384,13312,620.898,738.401,737.314,0.9907
mixed,8,6,0.75,4.0,64,512,8192,32768,26624,1124.865,1355.09,1356.611,1.0066
mixed,8,6,0.75,4.0,64,2048,128,512,416,231.73,231.858,230.801,-7.2578
mixed,8,6,0.75,4.0,64,2048,256,1024,832,281.536,316.017,315.392,0.9819
mixed,8,6,0.75,4.0,64,2048,512,2048,1664,314.882,332.32,331.377,0.9459
mixed,8,6,0.75,4.0,64,2048,1024,4096,3328,380.0,411.345,409.247,0.9331
mixed,8,6,0.75,4.0,64,2048,2048,8192,6656,506.513,566.913,565.841,0.9822
mixed,8,6,0.75,4.0,64,2048,4096,16384,13312,761.551,739.265,873.361,
mixed,8,6,0.75,4.0,64,2048,8192,32768,26624,1126.335,1358.833,1362.898,1.0175
mixed,8,6,0.75,4.0,64,8192,128,512,416,472.768,467.967,469.41,
mixed,8,6,0.75,4.0,64,8192,256,1024,832,468.512,468.609,468.225,-2.9793
mixed,8,6,0.75,4.0,64,8192,512,2048,1664,470.385,472.529,473.488,1.4472
mixed,8,6,0.75,4.0,64,8192,1024,4096,3328,667.282,786.69,788.13,1.0121
mixed,8,6,0.75,4.0,64,8192,2048,8192,6656,743.152,805.697,801.311,0.9299
mixed,8,6,0.75,4.0,64,8192,4096,16384,13312,997.649,1113.441,1113.251,0.9984
mixed,8,6,0.75,4.0,64,8192,8192,32768,26624,1502.128,1737.155,1734.29,0.9878
mixed,8,6,0.75,4.0,64,16384,128,512,416,779.695,778.544,780.753,
mixed,8,6,0.75,4.0,64,16384,256,1024,832,781.058,781.666,779.84,-2.0
mixed,8,6,0.75,4.0,64,16384,512,2048,1664,780.129,781.409,779.651,-0.3733
mixed,8,6,0.75,4.0,64,16384,1024,4096,3328,780.961,786.307,782.035,0.2008
mixed,8,6,0.75,4.0,64,16384,2048,8192,6656,1172.466,1405.248,1404.082,0.995
mixed,8,6,0.75,4.0,64,16384,4096,16384,13312,1304.74,1423.428,1423.41,0.9999
mixed,8,6,0.75,4.0,64,16384,8192,32768,26624,1809.923,2043.571,2046.85,1.014
mixed,8,6,0.75,4.0,256,0,128,512,416,160.865,171.2,171.552,1.034
mixed,8,6,0.75,4.0,256,0,256,1024,832,174.623,188.081,187.28,0.9405
mixed,8,6,0.75,4.0,256,0,512,2048,1664,236.177,265.281,264.928,0.9879
mixed,8,6,0.75,4.0,256,0,1024,4096,3328,364.401,422.048,422.45,1.007
mixed,8,6,0.75,4.0,256,0,2048,8192,6656,615.808,732.144,732.337,1.0017
mixed,8,6,0.75,4.0,256,0,4096,16384,13312,1115.601,1344.738,1344.61,0.9994
mixed,8,6,0.75,4.0,256,0,8192,32768,26624,2115.269,2572.371,2572.226,0.9997
mixed,8,6,0.75,4.0,256,512,128,512,416,226.513,226.96,226.222,-0.651
mixed,8,6,0.75,4.0,256,512,256,1024,832,251.952,266.784,265.441,0.9094
mixed,8,6,0.75,4.0,256,512,512,2048,1664,318.32,348.399,346.144,0.925
mixed,8,6,0.75,4.0,256,512,1024,4096,3328,445.713,505.44,503.217,0.9628
mixed,8,6,0.75,4.0,256,512,2048,8192,6656,700.067,816.242,812.576,0.9684
mixed,8,6,0.75,4.0,256,512,4096,16384,13312,1196.161,1429.394,1425.873,0.9849
mixed,8,6,0.75,4.0,256,512,8192,32768,26624,2201.266,2666.371,2678.755,1.0266
mixed,8,6,0.75,4.0,256,2048,128,512,416,466.337,466.88,466.882,1.0028
mixed,8,6,0.75,4.0,256,2048,256,1024,832,469.234,468.737,467.761,
mixed,8,6,0.75,4.0,256,2048,512,2048,1664,467.712,470.112,471.585,1.6137
mixed,8,6,0.75,4.0,256,2048,1024,4096,3328,568.99,627.264,625.168,0.964
mixed,8,6,0.75,4.0,256,2048,2048,8192,6656,822.017,937.168,936.896,0.9976
mixed,8,6,0.75,4.0,256,2048,4096,16384,13312,1320.867,1550.657,1552.162,1.0065
mixed,8,6,0.75,4.0,256,2048,8192,32768,26624,2320.82,2783.941,2785.602,1.0036
mixed,8,6,0.75,4.0,256,8192,128,512,416,1386.531,1384.832,1387.234,
mixed,8,6,0.75,4.0,256,8192,256,1024,832,1387.441,1388.322,1386.451,-1.1237
mixed,8,6,0.75,4.0,256,8192,512,2048,1664,1386.593,1386.546,1388.019,
mixed,8,6,0.75,4.0,256,8192,1024,4096,3328,1385.109,1385.6,1386.275,2.3733
mixed,8,6,0.75,4.0,256,8192,2048,8192,6656,1384.161,1395.347,1392.242,0.7225
mixed,8,6,0.75,4.0,256,8192,4096,16384,13312,1782.082,2016.083,2015.044,0.9956
mixed,8,6,0.75,4.0,256,8192,8192,32768,26624,2785.044,3239.97,3244.788,1.0106
mixed,8,6,0.75,4.0,256,16384,128,512,416,2601.235,2595.795,2599.671,
mixed,8,6,0.75,4.0,256,16384,256,1024,832,2596.965,2601.494,2600.675,0.8193
mixed,8,6,0.75,4.0,256,16384,512,2048,1664,2601.861,2602.852,2599.573,-2.3099
mixed,8,6,0.75,4.0,256,16384,1024,4096,3328,2603.041,2600.802,2607.189,
mixed,8,6,0.75,4.0,256,16384,2048,8192,6656,2617.222,2611.425,2599.702,
mixed,8,6,0.75,4.0,256,16384,4096,16384,13312,2597.141,2619.573,2617.221,0.8952
mixed,8,6,0.75,4.0,256,16384,8192,32768,26624,3386.07,3846.855,3863.462,1.036
mixed,8,6,0.75,4.0,1024,0,128,512,416,457.312,462.623,457.039,-0.0514
mixed,8,6,0.75,4.0,1024,0,256,1024,832,477.953,468.561,465.202,
mixed,8,6,0.75,4.0,1024,0,512,2048,1664,484.255,482.946,486.255,
mixed,8,6,0.75,4.0,1024,0,1024,4096,3328,496.321,500.895,497.792,0.3217
mixed,8,6,0.75,4.0,1024,0,2048,8192,6656,526.595,535.794,529.053,0.2672
mixed,8,6,0.75,4.0,1024,0,4096,16384,13312,568.736,590.434,574.802,0.2795
mixed,8,6,0.75,4.0,1024,0,8192,32768,26624,650.608,692.097,650.145,-0.0111
mixed,8,6,0.75,4.0,1024,512,128,512,416,719.745,722.594,718.658,-0.3817
mixed,8,6,0.75,4.0,1024,512,256,1024,832,737.553,729.937,740.372,
mixed,8,6,0.75,4.0,1024,512,512,2048,1664,745.505,741.825,746.883,
mixed,8,6,0.75,4.0,1024,512,1024,4096,3328,761.04,759.651,760.704,
mixed,8,6,0.75,4.0,1024,512,2048,8192,6656,785.158,796.239,788.367,0.2896
mixed,8,6,0.75,4.0,1024,512,4096,16384,13312,825.473,847.055,828.525,0.1414
mixed,8,6,0.75,4.0,1024,512,8192,32768,26624,908.901,947.153,909.893,0.0259
mixed,8,6,0.75,4.0,1024,2048,128,512,416,1161.766,1167.347,1158.83,-0.5259
mixed,8,6,0.75,4.0,1024,2048,256,1024,832,1185.108,1173.699,1189.507,
mixed,8,6,0.75,4.0,1024,2048,512,2048,1664,1192.115,1186.349,1195.471,
mixed,8,6,0.75,4.0,1024,2048,1024,4096,3328,1200.575,1206.258,1203.745,0.5578
mixed,8,6,0.75,4.0,1024,2048,2048,8192,6656,1230.147,1234.77,1226.614,-0.7641
mixed,8,6,0.75,4.0,1024,2048,4096,16384,13312,1269.415,1295.026,1271.538,0.0829
mixed,8,6,0.75,4.0,1024,2048,8192,32768,26624,1347.315,1389.634,1351.379,0.096
mixed,8,6,0.75,4.0,1024,8192,128,512,416,2906.532,2914.1,2909.94,0.4504
mixed,8,6,0.75,4.0,1024,8192,256,1024,832,2924.128,2923.399,2931.826,
mixed,8,6,0.75,4.0,1024,8192,512,2048,1664,2932.262,2930.824,2944.2,
mixed,8,6,0.75,4.0,1024,8192,1024,4096,3328,2947.508,2958.244,2949.302,0.1671
mixed,8,6,0.75,4.0,1024,8192,2048,8192,6656,2967.539,2978.74,2969.99,0.2188
mixed,8,6,0.75,4.0,1024,8192,4096,16384,13312,3007.207,3034.162,3017.412,0.3786
mixed,8,6,0.75,4.0,1024,8192,8192,32768,26624,3092.756,3127.731,3088.264,-0.1285
mixed,8,6,0.75,4.0,1024,16384,128,512,416,5187.8,5205.432,5189.225,0.0809
mixed,8,6,0.75,4.0,1024,16384,256,1024,832,5200.426,5207.574,5218.793,2.5696
mixed,8,6,0.75,4.0,1024,16384,512,2048,1664,5215.464,5218.506,5224.965,3.1228
mixed,8,6,0.75,4.0,1024,16384,1024,4096,3328,5228.166,5242.35,5226.629,-0.1084
mixed,8,6,0.75,4.0,1024,16384,2048,8192,6656,5260.124,5275.242,5257.863,-0.1496
mixed,8,6,0.75,4.0,1024,16384,4096,16384,13312,5297.163,5315.657,5305.335,0.4419
mixed,8,6,0.75,4.0,1024,16384,8192,32768,26624,5368.985,5417.128,5365.16,-0.0795
mixed,8,6,0.75,4.0,4096,0,128,512,416,2179.075,2183.334,2186.611,1.7694
mixed,8,6,0.75,4.0,4096,0,256,1024,832,2197.22,2190.916,2199.251,
mixed,8,6,0.75,4.0,4096,0,512,2048,1664,2210.691,2206.322,2209.651,
mixed,8,6,0.75,4.0,4096,0,1024,4096,3328,2221.809,2227.429,2225.507,0.6579
mixed,8,6,0.75,4.0,4096,0,2048,8192,6656,2249.093,2257.361,2254.436,0.6462
mixed,8,6,0.75,4.0,4096,0,4096,16384,13312,2291.345,2315.287,2291.507,0.0067
mixed,8,6,0.75,4.0,4096,0,8192,32768,26624,2370.177,2415.624,2371.796,0.0356
mixed,8,6,0.75,4.0,4096,512,128,512,416,2817.128,2824.95,2820.711,0.4581
mixed,8,6,0.75,4.0,4096,512,256,1024,832,2841.267,2827.956,2843.653,
mixed,8,6,0.75,4.0,4096,512,512,2048,1664,2847.572,2844.325,2851.671,
mixed,8,6,0.75,4.0,4096,512,1024,4096,3328,2857.399,2862.034,2860.438,0.6557
mixed,8,6,0.75,4.0,4096,512,2048,8192,6656,2888.274,2897.458,2884.15,-0.4491
mixed,8,6,0.75,4.0,4096,512,4096,16384,13312,2925.217,2947.382,2931.859,0.2996
mixed,8,6,0.75,4.0,4096,512,8192,32768,26624,2997.778,3048.678,3003.587,0.1141
mixed,8,6,0.75,4.0,4096,2048,128,512,416,3902.117,3905.753,3902.873,0.2078
mixed,8,6,0.75,4.0,4096,2048,256,1024,832,3915.556,3905.22,3920.471,
mixed,8,6,0.75,4.0,4096,2048,512,2048,1664,3923.416,3919.046,3920.485,
mixed,8,6,0.75,4.0,4096,2048,1024,4096,3328,3943.078,3936.73,3934.023,
mixed,8,6,0.75,4.0,4096,2048,2048,8192,6656,3961.128,3967.867,3965.256,0.6126
mixed,8,6,0.75,4.0,4096,2048,4096,16384,13312,4003.528,4022.566,4005.273,0.0917
mixed,8,6,0.75,4.0,4096,2048,8192,32768,26624,4077.543,4120.711,4080.458,0.0675
mixed,8,6,0.75,4.0,4096,8192,128,512,416,8212.844,8205.506,8192.847,
mixed,8,6,0.75,4.0,4096,8192,256,1024,832,8212.288,8209.357,8205.804,
mixed,8,6,0.75,4.0,4096,8192,512,2048,1664,8208.782,8223.838,8222.208,0.8917
mixed,8,6,0.75,4.0,4096,8192,1024,4096,3328,8232.185,8241.279,8234.637,0.2696
mixed,8,6,0.75,4.0,4096,8192,2048,8192,6656,8252.592,8259.394,8252.656,0.0095
mixed,8,6,0.75,4.0,4096,8192,4096,16384,13312,8300.331,8313.681,8298.667,-0.1246
mixed,8,6,0.75,4.0,4096,8192,8192,32768,26624,8376.604,8428.606,8381.595,0.096
mixed,8,6,0.75,4.0,4096,16384,128,512,416,13919.981,13916.857,13901.85,
mixed,8,6,0.75,4.0,4096,16384,256,1024,832,13870.238,13821.275,13870.41,
mixed,8,6,0.75,4.0,4096,16384,512,2048,1664,13843.895,13844.904,13853.771,9.7928
mixed,8,6,0.75,4.0,4096,16384,1024,4096,3328,13858.752,13856.17,13899.664,
mixed,8,6,0.75,4.0,4096,16384,2048,8192,6656,13888.62,13893.867,13913.695,4.7794
mixed,8,6,0.75,4.0,4096,16384,4096,16384,13312,14007.275,14024.573,14012.925,0.3266
mixed,8,6,0.75,4.0,4096,16384,8192,32768,26624,13999.21,14043.223,14020.288,0.4789
pure,8,7,0.875,4.0,0,0,128,512,464,99.474,100.19,99.52,0.0649
pure,8,7,0.875,4.0,0,0,256,1024,928,104.672,110.48,109.903,0.9007
pure,8,7,0.875,4.0,0,0,512,2048,1856,133.537,122.706,133.041,
pure,8,7,0.875,4.0,0,0,1024,4096,3712,140.69,140.193,144.0,
pure,8,7,0.875,4.0,0,0,2048,8192,7424,164.222,169.503,167.217,0.5671
pure,8,7,0.875,4.0,0,0,4096,16384,14848,207.553,219.472,210.144,0.2174
pure,8,7,0.875,4.0,0,0,8192,32768,29696,295.312,318.337,299.536,0.1834
mixed,8,7,0.875,4.0,16,0,128,512,464,116.879,116.72,114.992,
mixed,8,7,0.875,4.0,16,0,256,1024,928,122.655,123.57,123.2,0.5956
mixed,8,7,0.875,4.0,16,0,512,2048,1856,133.6,135.025,133.792,0.1351
mixed,8,7,0.875,4.0,16,0,1024,4096,3712,152.384,157.487,154.223,0.3605
mixed,8,7,0.875,4.0,16,0,2048,8192,7424,188.802,198.385,196.671,0.8211
mixed,8,7,0.875,4.0,16,0,4096,16384,14848,264.593,278.959,276.689,0.8419
